ensembl_gene_id,rnorvegicus_homolog_ensembl_gene,rnorvegicus_homolog_dn,rnorvegicus_homolog_ds,rnorvegicus_homolog_orthology_type,rnorvegicus_homolog_orthology_confidence
ENSMUSG00000041360,ENSRNOG00000012574,0.0356,0.1779,ortholog_one2many,1
ENSMUSG00000075168,ENSRNOG00000054730,0.0375,0.2864,ortholog_one2one,1
ENSMUSG00000028386,ENSRNOG00000017324,0.0565,0.1849,ortholog_one2one,1
ENSMUSG00000094891,ENSRNOG00000046735,0.0178,0.169,ortholog_many2many,0
ENSMUSG00000094891,ENSRNOG00000050274,0.0287,0.1461,ortholog_many2many,1
ENSMUSG00000094891,ENSRNOG00000050907,0.0286,0.1794,ortholog_many2many,0
ENSMUSG00000033952,ENSRNOG00000012318,0.0795,0.2571,ortholog_one2one,1
ENSMUSG00000027997,ENSRNOG00000052613,0.0195,0.2876,ortholog_one2many,1
ENSMUSG00000027997,ENSRNOG00000009508,0.0195,0.2876,ortholog_one2many,0
ENSMUSG00000070875,ENSRNOG00000050654,0.0555,0.1886,ortholog_one2many,0
ENSMUSG00000070875,ENSRNOG00000045546,0.0629,0.2193,ortholog_one2many,0
ENSMUSG00000070875,ENSRNOG00000055669,0.0622,0.1866,ortholog_one2many,1
ENSMUSG00000067438,ENSRNOG00000009154,0.0307,0.2664,ortholog_one2one,1
ENSMUSG00000070394,ENSRNOG00000037540,0.0129,0.0983,ortholog_one2one,1
ENSMUSG00000072889,ENSRNOG00000058588,0.031,0.1628,ortholog_one2one,1
ENSMUSG00000046207,ENSRNOG00000003992,0.0175,0.1921,ortholog_one2one,1
ENSMUSG00000075167,ENSRNOG00000030825,0.0449,0.2645,ortholog_one2one,1
ENSMUSG00000064215,ENSRNOG00000009263,0.2138,0.278,ortholog_one2one,0
ENSMUSG00000029182,ENSRNOG00000009905,0.0522,0.2814,ortholog_one2one,1
ENSMUSG00000054206,ENSRNOG00000030530,0.0741,0.224,ortholog_one2one,1
ENSMUSG00000074715,ENSRNOG00000059640,0.0927,0.284,ortholog_one2one,0
ENSMUSG00000058252,ENSRNOG00000011034,0.0578,0.2444,ortholog_one2one,0
ENSMUSG00000070462,ENSRNOG00000012349,0,0,ortholog_one2one,1
ENSMUSG00000037579,ENSRNOG00000057315,0.0061,0.1762,ortholog_one2one,1
ENSMUSG00000054662,ENSRNOG00000015830,0.0624,0.2062,ortholog_one2one,1
ENSMUSG00000056234,ENSRNOG00000019768,0.0502,0.2244,ortholog_one2one,1
ENSMUSG00000028876,ENSRNOG00000037340,0.0225,0.2211,ortholog_one2one,0
ENSMUSG00000036863,ENSRNOG00000026186,0.0585,0.2768,ortholog_one2one,0
ENSMUSG00000025500,ENSRNOG00000017050,0.0763,0.1345,ortholog_one2one,1
ENSMUSG00000024535,ENSRNOG00000017488,0,0,ortholog_one2one,1
ENSMUSG00000053581,ENSRNOG00000032917,0.0185,0.1976,ortholog_one2one,1
ENSMUSG00000033031,ENSRNOG00000039183,0.0235,0.1698,ortholog_one2one,1
ENSMUSG00000029550,ENSRNOG00000001178,0.0075,0.1782,ortholog_one2one,1
ENSMUSG00000027330,ENSRNOG00000021248,0.0488,0.1933,ortholog_one2one,1
ENSMUSG00000074093,ENSRNOG00000037137,0.0181,0.3007,ortholog_one2one,1
ENSMUSG00000041333,ENSRNOG00000042543,0.1966,0.3922,ortholog_many2many,0
ENSMUSG00000041333,ENSRNOG00000050117,0.2443,0.4247,ortholog_many2many,0
ENSMUSG00000041333,ENSRNOG00000047613,0.1711,0.4026,ortholog_many2many,0
ENSMUSG00000041333,ENSRNOG00000033130,0.1777,0.5024,ortholog_many2many,0
ENSMUSG00000041333,ENSRNOG00000009273,0.1772,0.4023,ortholog_many2many,0
ENSMUSG00000041333,ENSRNOG00000049727,0.2211,0.3102,ortholog_many2many,0
ENSMUSG00000041333,ENSRNOG00000050595,0.2112,0.3607,ortholog_many2many,0
ENSMUSG00000041333,ENSRNOG00000046529,0.1966,0.3922,ortholog_many2many,0
ENSMUSG00000041333,ENSRNOG00000050499,0.1819,0.4204,ortholog_many2many,0
ENSMUSG00000035325,ENSRNOG00000002251,0.0303,0.2602,ortholog_one2one,1
ENSMUSG00000059456,ENSRNOG00000027839,0.0077,0.1745,ortholog_one2one,1
ENSMUSG00000058589,ENSRNOG00000024870,0.027,0.1933,ortholog_one2one,0
ENSMUSG00000012519,ENSRNOG00000042353,0.0992,0.1834,ortholog_one2one,1
ENSMUSG00000063698,ENSRNOG00000036572,0.0475,0.1003,ortholog_one2one,1
ENSMUSG00000037570,ENSRNOG00000054838,0.0039,0.1784,ortholog_one2one,1
ENSMUSG00000032602,ENSRNOG00000020288,0.0273,0.1121,ortholog_one2one,1
ENSMUSG00000053552,ENSRNOG00000007408,0.0064,0.1498,ortholog_one2one,1
ENSMUSG00000049708,ENSRNOG00000055735,0.0905,0.2657,ortholog_many2many,0
ENSMUSG00000049708,ENSRNOG00000052895,0.107,0.265,ortholog_many2many,0
ENSMUSG00000049708,ENSRNOG00000053256,0.107,0.265,ortholog_many2many,0
ENSMUSG00000049708,ENSRNOG00000057310,0.0905,0.2657,ortholog_many2many,0
ENSMUSG00000030161,ENSRNOG00000053362,0,0,ortholog_one2one,1
ENSMUSG00000075324,ENSRNOG00000004679,0.0038,0.1019,ortholog_one2one,1
ENSMUSG00000048410,ENSRNOG00000043357,0.0602,0.2221,ortholog_one2one,1
ENSMUSG00000079507,ENSRNOG00000039744,0.1953,0.2421,ortholog_many2many,0
ENSMUSG00000079507,ENSRNOG00000031090,0.165,0.2558,ortholog_many2many,0
ENSMUSG00000079507,ENSRNOG00000048951,0.1732,0.232,ortholog_many2many,0
ENSMUSG00000079507,ENSRNOG00000031607,0.1733,0.2918,ortholog_many2many,0
ENSMUSG00000079507,ENSRNOG00000030712,0.1554,0.3301,ortholog_many2many,0
ENSMUSG00000079507,ENSRNOG00000059770,0.1941,0.3551,ortholog_many2many,0
ENSMUSG00000079507,ENSRNOG00000000723,0.1753,0.33,ortholog_many2many,0
ENSMUSG00000079507,ENSRNOG00000038999,0.1524,0.2597,ortholog_many2many,0
ENSMUSG00000079507,ENSRNOG00000050210,0.1652,0.2894,ortholog_many2many,0
ENSMUSG00000079507,ENSRNOG00000047706,0.2073,0.3689,ortholog_many2many,0
ENSMUSG00000090150,ENSRNOG00000010940,0.0325,0.1771,ortholog_one2one,1
ENSMUSG00000031633,ENSRNOG00000010830,0.003,0.1297,ortholog_one2one,1
ENSMUSG00000020485,ENSRNOG00000007845,0,0,ortholog_one2one,1
ENSMUSG00000030826,ENSRNOG00000020956,0.0307,0.2566,ortholog_one2one,1
ENSMUSG00000037344,ENSRNOG00000048487,0.0935,0.3402,ortholog_one2one,1
ENSMUSG00000068086,ENSRNOG00000029128,0.1063,0.2195,ortholog_one2many,0
ENSMUSG00000056966,ENSRNOG00000001329,0.0676,0.1109,ortholog_one2one,1
ENSMUSG00000000440,ENSRNOG00000008839,0.0018,0.1096,ortholog_one2one,1
ENSMUSG00000022587,ENSRNOG00000007091,0.0607,0.3521,ortholog_one2one,1
ENSMUSG00000024538,ENSRNOG00000017416,0.0204,0.1969,ortholog_one2one,1
ENSMUSG00000097878,ENSRNOG00000036687,0.2258,0.5739,ortholog_one2many,0
ENSMUSG00000071054,ENSRNOG00000050543,0.0141,0.1379,ortholog_one2one,1
ENSMUSG00000022657,ENSRNOG00000023030,0.1199,0.1417,ortholog_one2one,0
ENSMUSG00000033931,ENSRNOG00000020004,0.0705,0.2031,ortholog_one2one,1
ENSMUSG00000030978,ENSRNOG00000045752,0.0035,0.1637,ortholog_one2one,1
ENSMUSG00000012211,ENSRNOG00000028158,0.1718,0.3462,ortholog_one2one,0
ENSMUSG00000023169,ENSRNOG00000005291,0.0127,0.2817,ortholog_one2one,1
ENSMUSG00000037053,ENSRNOG00000001333,0.0621,0.1384,ortholog_one2one,1
ENSMUSG00000053194,ENSRNOG00000009898,0.0223,0.3409,ortholog_one2one,1
ENSMUSG00000060726,ENSRNOG00000053780,0.084,0.5158,ortholog_one2one,1
ENSMUSG00000017548,ENSRNOG00000058663,0.0697,0.2887,ortholog_one2one,1
ENSMUSG00000042066,ENSRNOG00000000033,0.0061,0.1647,ortholog_one2one,1
ENSMUSG00000037112,ENSRNOG00000043498,0.0301,0.1449,ortholog_one2one,1
ENSMUSG00000029714,ENSRNOG00000001410,0.0115,0.1777,ortholog_one2one,1
ENSMUSG00000097550,ENSRNOG00000036687,0.2258,0.5739,ortholog_one2many,0
ENSMUSG00000048329,ENSRNOG00000037712,0.0654,0.1626,ortholog_one2one,1
ENSMUSG00000075599,ENSRNOG00000024200,0.4326,0.7999,ortholog_many2many,0
ENSMUSG00000075599,ENSRNOG00000059551,0.4929,1.0451,ortholog_many2many,0
ENSMUSG00000075599,ENSRNOG00000052093,0.4937,1.0255,ortholog_many2many,0
ENSMUSG00000091705,ENSRNOG00000039744,0.1782,0.238,ortholog_many2many,0
ENSMUSG00000091705,ENSRNOG00000031090,0.1462,0.2567,ortholog_many2many,0
ENSMUSG00000091705,ENSRNOG00000048951,0.1836,0.2065,ortholog_many2many,0
ENSMUSG00000091705,ENSRNOG00000031607,0.1654,0.2327,ortholog_many2many,0
ENSMUSG00000091705,ENSRNOG00000030712,0.1505,0.3033,ortholog_many2many,0
ENSMUSG00000091705,ENSRNOG00000059770,0.1733,0.3488,ortholog_many2many,0
ENSMUSG00000091705,ENSRNOG00000000723,0.1746,0.3011,ortholog_many2many,0
ENSMUSG00000091705,ENSRNOG00000038999,0.1436,0.2367,ortholog_many2many,0
ENSMUSG00000091705,ENSRNOG00000050210,0.1651,0.2768,ortholog_many2many,0
ENSMUSG00000091705,ENSRNOG00000047706,0.1959,0.3099,ortholog_many2many,0
ENSMUSG00000032020,ENSRNOG00000008187,0.0059,0.2041,ortholog_one2one,1
ENSMUSG00000027994,ENSRNOG00000009433,0.0825,0.2954,ortholog_one2one,1
ENSMUSG00000032293,ENSRNOG00000013271,0.0105,0.14,ortholog_one2one,1
ENSMUSG00000078689,ENSRNOG00000042543,0.2206,0.4253,ortholog_many2many,0
ENSMUSG00000078689,ENSRNOG00000050117,0.2578,0.4594,ortholog_many2many,0
ENSMUSG00000078689,ENSRNOG00000047613,0.1905,0.4649,ortholog_many2many,0
ENSMUSG00000078689,ENSRNOG00000033130,0.1947,0.5022,ortholog_many2many,0
ENSMUSG00000078689,ENSRNOG00000009273,0.2094,0.418,ortholog_many2many,0
ENSMUSG00000078689,ENSRNOG00000049727,0.2414,0.3516,ortholog_many2many,0
ENSMUSG00000078689,ENSRNOG00000050595,0.2329,0.3745,ortholog_many2many,0
ENSMUSG00000078689,ENSRNOG00000046529,0.2206,0.4253,ortholog_many2many,0
ENSMUSG00000078689,ENSRNOG00000050499,0.2131,0.4537,ortholog_many2many,0
ENSMUSG00000051375,ENSRNOG00000060410,0.0156,0.2507,ortholog_one2one,1
ENSMUSG00000079156,ENSRNOG00000024200,0.4326,0.7999,ortholog_many2many,0
ENSMUSG00000079156,ENSRNOG00000059551,0.4929,1.0451,ortholog_many2many,0
ENSMUSG00000079156,ENSRNOG00000052093,0.4937,1.0255,ortholog_many2many,0
ENSMUSG00000021051,ENSRNOG00000005045,0,0,ortholog_one2one,1
ENSMUSG00000032557,ENSRNOG00000011027,0.0257,0.1651,ortholog_one2one,1
ENSMUSG00000004552,ENSRNOG00000006963,0.0393,0.1636,ortholog_one2one,1
ENSMUSG00000094144,ENSRNOG00000036687,0.2258,0.5739,ortholog_one2many,0
ENSMUSG00000027219,ENSRNOG00000028668,0.0393,0.1312,ortholog_one2many,1
ENSMUSG00000020546,ENSRNOG00000032768,0.0858,0.2046,ortholog_one2one,0
ENSMUSG00000034528,ENSRNOG00000002212,0.1012,0.3585,ortholog_one2one,1
ENSMUSG00000063568,ENSRNOG00000027026,0,0,ortholog_one2one,1
ENSMUSG00000004668,ENSRNOG00000025645,0.0804,0.1529,ortholog_one2one,0
ENSMUSG00000029711,ENSRNOG00000001412,0.0263,0.1219,ortholog_one2one,1
ENSMUSG00000009907,ENSRNOG00000002705,0.0011,0.1716,ortholog_one2one,1
ENSMUSG00000019461,ENSRNOG00000027914,0.0219,0.1811,ortholog_one2one,1
ENSMUSG00000022972,ENSRNOG00000021399,0.0106,0.2973,ortholog_one2one,1
ENSMUSG00000028710,ENSRNOG00000010169,0.02,0.1003,ortholog_one2one,1
ENSMUSG00000029273,ENSRNOG00000001960,0.0997,0.3582,ortholog_one2one,0
ENSMUSG00000031662,ENSRNOG00000014202,0.038,0.2527,ortholog_one2one,1
ENSMUSG00000042272,ENSRNOG00000012603,0.0014,0.2041,ortholog_one2one,1
ENSMUSG00000075166,ENSRNOG00000009943,0.0157,0.1195,ortholog_one2one,1
ENSMUSG00000002625,ENSRNOG00000006355,0.0099,0.1115,ortholog_one2one,1
ENSMUSG00000038208,ENSRNOG00000046143,0.0129,0.19,ortholog_one2one,1
ENSMUSG00000075165,ENSRNOG00000034047,0.0281,0.1766,ortholog_one2one,1
ENSMUSG00000032560,ENSRNOG00000011491,0.007,0.1825,ortholog_one2one,1
ENSMUSG00000022292,ENSRNOG00000025454,0.0133,0.1363,ortholog_one2one,1
ENSMUSG00000075164,ENSRNOG00000009969,0.0241,0.2206,ortholog_one2one,1
ENSMUSG00000029713,ENSRNOG00000001409,0,0,ortholog_one2one,1
ENSMUSG00000044701,ENSRNOG00000019170,0.0581,0.1186,ortholog_one2one,1
ENSMUSG00000079355,ENSRNOG00000011478,0.029,0.235,ortholog_one2one,1
ENSMUSG00000022548,ENSRNOG00000048273,0.0534,0.1743,ortholog_one2one,1
ENSMUSG00000027332,ENSRNOG00000009421,0.0202,0.2163,ortholog_one2one,1
ENSMUSG00000054160,ENSRNOG00000012647,0.0045,0.209,ortholog_one2one,1
ENSMUSG00000048796,ENSRNOG00000052232,0.0207,0.0734,ortholog_one2one,1
ENSMUSG00000030166,ENSRNOG00000009742,0.1044,0.2329,ortholog_one2one,1
ENSMUSG00000032558,ENSRNOG00000048978,0.0249,0.2139,ortholog_one2one,1
ENSMUSG00000030720,ENSRNOG00000019103,0.0194,0.1611,ortholog_one2one,1
ENSMUSG00000044217,ENSRNOG00000051970,0.012,0.2854,ortholog_one2one,1
ENSMUSG00000020262,ENSRNOG00000001227,0.0032,0.1598,ortholog_one2one,1
ENSMUSG00000031376,ENSRNOG00000061304,4e-04,0.1307,ortholog_one2one,1
ENSMUSG00000095022,ENSRNOG00000036687,0.2258,0.5739,ortholog_one2many,0
ENSMUSG00000001583,ENSRNOG00000015578,0.0415,0.17,ortholog_one2one,1
ENSMUSG00000072966,ENSRNOG00000037658,0.0589,0.1984,ortholog_one2one,1
ENSMUSG00000027434,ENSRNOG00000012728,0.0046,0.114,ortholog_one2one,1
ENSMUSG00000076617,ENSRNOG00000034190,0.0622,0.1669,ortholog_one2one,1
ENSMUSG00000075163,ENSRNOG00000048820,0.0488,0.2987,ortholog_one2many,1
ENSMUSG00000075163,ENSRNOG00000050825,0.0487,0.352,ortholog_one2many,0
ENSMUSG00000075163,ENSRNOG00000048383,0.0487,0.352,ortholog_one2many,0
ENSMUSG00000075163,ENSRNOG00000047728,0.058,0.2849,ortholog_one2many,0
ENSMUSG00000041750,ENSRNOG00000016451,0.0988,0.2277,ortholog_one2many,1
ENSMUSG00000035929,ENSRNOG00000039744,0.2234,0.2542,ortholog_many2many,0
ENSMUSG00000035929,ENSRNOG00000031090,0.1366,0.2695,ortholog_many2many,0
ENSMUSG00000035929,ENSRNOG00000048951,0.1709,0.239,ortholog_many2many,0
ENSMUSG00000035929,ENSRNOG00000031607,0.1901,0.3039,ortholog_many2many,0
ENSMUSG00000035929,ENSRNOG00000030712,0.1494,0.2946,ortholog_many2many,0
ENSMUSG00000035929,ENSRNOG00000059770,0.1861,0.3763,ortholog_many2many,0
ENSMUSG00000035929,ENSRNOG00000000723,0.1528,0.337,ortholog_many2many,0
ENSMUSG00000035929,ENSRNOG00000038999,0.1588,0.2636,ortholog_many2many,0
ENSMUSG00000035929,ENSRNOG00000050210,0.1605,0.2565,ortholog_many2many,0
ENSMUSG00000035929,ENSRNOG00000047706,0.1994,0.3467,ortholog_many2many,0
ENSMUSG00000036975,ENSRNOG00000025484,0.0366,0.1155,ortholog_one2one,1
ENSMUSG00000029546,ENSRNOG00000001284,0.0077,0.1452,ortholog_one2one,1
ENSMUSG00000023341,ENSRNOG00000001963,0.0901,0.2285,ortholog_one2one,1
ENSMUSG00000034617,ENSRNOG00000017826,0.0586,0.2238,ortholog_one2one,1
ENSMUSG00000045915,ENSRNOG00000004075,0.0126,0.2593,ortholog_one2one,1
ENSMUSG00000027329,ENSRNOG00000021247,0.0143,0.0944,ortholog_one2one,1
ENSMUSG00000086596,ENSRNOG00000026951,0.0727,0.2317,ortholog_one2one,1
ENSMUSG00000091455,ENSRNOG00000030316,0.0298,0.2515,ortholog_one2one,1
ENSMUSG00000026837,ENSRNOG00000008749,0.0113,0.1323,ortholog_one2one,1
ENSMUSG00000035011,ENSRNOG00000020161,0.0125,0.4295,ortholog_one2one,1
ENSMUSG00000075161,ENSRNOG00000049276,0.0389,0.1818,ortholog_one2one,1
ENSMUSG00000094970,ENSRNOG00000059982,0.0626,0.2165,ortholog_one2many,0
ENSMUSG00000094970,ENSRNOG00000052671,0.0873,0.22,ortholog_one2many,1
ENSMUSG00000094970,ENSRNOG00000047227,0.0626,0.2165,ortholog_one2many,0
ENSMUSG00000094970,ENSRNOG00000060632,0.0873,0.22,ortholog_one2many,0
ENSMUSG00000004044,ENSRNOG00000019778,0.0049,0.2995,ortholog_one2one,1
ENSMUSG00000025076,ENSRNOG00000056216,0.0348,0.3296,ortholog_one2one,1
ENSMUSG00000070374,ENSRNOG00000047153,0.0208,0.2205,ortholog_many2many,1
ENSMUSG00000070374,ENSRNOG00000048395,0.0269,0.2138,ortholog_many2many,1
ENSMUSG00000070374,ENSRNOG00000048690,0.0208,0.2205,ortholog_many2many,1
ENSMUSG00000033063,ENSRNOG00000027309,0.0483,0.1522,ortholog_one2one,0
ENSMUSG00000043286,ENSRNOG00000028622,0.0872,0.2328,ortholog_one2one,1
ENSMUSG00000028357,ENSRNOG00000007080,0.0476,0.1756,ortholog_one2one,1
ENSMUSG00000090854,ENSRNOG00000036687,0.2258,0.5739,ortholog_one2many,0
ENSMUSG00000023032,ENSRNOG00000028879,0.0113,0.3131,ortholog_one2one,1
ENSMUSG00000000214,ENSRNOG00000020410,0.015,0.1769,ortholog_one2one,1
ENSMUSG00000032530,ENSRNOG00000019350,0.0435,0.2001,ortholog_one2one,1
ENSMUSG00000047171,ENSRNOG00000010785,0.0151,0.183,ortholog_one2one,1
ENSMUSG00000028753,ENSRNOG00000016553,0.0636,0.2526,ortholog_one2one,1
ENSMUSG00000072082,ENSRNOG00000007483,0.022,0.2492,ortholog_one2one,1
ENSMUSG00000038762,ENSRNOG00000000799,0.0156,0.231,ortholog_one2one,1
ENSMUSG00000053318,ENSRNOG00000008736,0.0394,0.1352,ortholog_one2one,1
ENSMUSG00000056223,ENSRNOG00000018202,0.1439,0.1039,ortholog_one2one,0
ENSMUSG00000020783,ENSRNOG00000018550,0.0096,0.1965,ortholog_one2one,1
ENSMUSG00000031881,ENSRNOG00000012222,0.0508,0.1513,ortholog_one2one,1
ENSMUSG00000073409,ENSRNOG00000039744,0.1867,0.2364,ortholog_many2many,0
ENSMUSG00000073409,ENSRNOG00000031090,0.1432,0.2525,ortholog_many2many,0
ENSMUSG00000073409,ENSRNOG00000048951,0.1661,0.2463,ortholog_many2many,0
ENSMUSG00000073409,ENSRNOG00000031607,0.1728,0.2971,ortholog_many2many,0
ENSMUSG00000073409,ENSRNOG00000030712,0.1566,0.3299,ortholog_many2many,0
ENSMUSG00000073409,ENSRNOG00000059770,0.1866,0.3733,ortholog_many2many,0
ENSMUSG00000073409,ENSRNOG00000000723,0.1584,0.3395,ortholog_many2many,0
ENSMUSG00000073409,ENSRNOG00000038999,0.1566,0.2729,ortholog_many2many,0
ENSMUSG00000073409,ENSRNOG00000050210,0.176,0.2862,ortholog_many2many,0
ENSMUSG00000073409,ENSRNOG00000047706,0.2096,0.3672,ortholog_many2many,0
ENSMUSG00000028099,ENSRNOG00000033560,0.0124,0.1898,ortholog_one2one,1
ENSMUSG00000058275,ENSRNOG00000045565,0.0263,0.1759,ortholog_one2one,1
ENSMUSG00000049265,ENSRNOG00000009790,0.0029,0.2369,ortholog_one2one,1
ENSMUSG00000113805,ENSRNOG00000031421,0.0278,0.301,ortholog_one2many,1
ENSMUSG00000028773,ENSRNOG00000012879,0.0301,0.329,ortholog_one2one,1
ENSMUSG00000028709,ENSRNOG00000037620,0.0038,0.19,ortholog_one2one,1
ENSMUSG00000079034,ENSRNOG00000031421,0.0279,0.2379,ortholog_one2many,1
ENSMUSG00000003033,ENSRNOG00000014454,0.001,0.2842,ortholog_one2one,1
ENSMUSG00000070504,ENSRNOG00000000055,0.2034,0.2241,ortholog_one2one,0
ENSMUSG00000057863,ENSRNOG00000031947,0,0,ortholog_one2many,0
ENSMUSG00000057863,ENSRNOG00000029560,0.0075,0.6448,ortholog_one2many,0
ENSMUSG00000057863,ENSRNOG00000033473,0,0,ortholog_one2many,1
ENSMUSG00000057863,ENSRNOG00000002340,0.0199,0.6095,ortholog_one2many,0
ENSMUSG00000057863,ENSRNOG00000055777,0.0075,0.6979,ortholog_one2many,0
ENSMUSG00000021361,ENSRNOG00000022144,0.0305,0.2128,ortholog_one2many,0
ENSMUSG00000021361,ENSRNOG00000015437,0.0217,0.2514,ortholog_one2many,1
ENSMUSG00000036962,ENSRNOG00000056781,0.0765,0.2466,ortholog_one2one,1
ENSMUSG00000027327,ENSRNOG00000021245,0.0182,0.1869,ortholog_one2one,1
ENSMUSG00000028772,ENSRNOG00000012266,0.0109,0.1456,ortholog_one2one,1
ENSMUSG00000036019,ENSRNOG00000004585,0.0144,0.2117,ortholog_one2one,1
ENSMUSG00000026544,ENSRNOG00000022143,0.0188,0.1844,ortholog_one2one,1
ENSMUSG00000074849,ENSRNOG00000040116,0.1279,0.1305,ortholog_one2one,0
ENSMUSG00000020198,ENSRNOG00000018977,0.0087,0.1976,ortholog_one2one,1
ENSMUSG00000041168,ENSRNOG00000046502,0.0129,0.2874,ortholog_one2one,1
ENSMUSG00000056162,ENSRNOG00000027739,0.0594,0.2413,ortholog_one2one,1
ENSMUSG00000073842,ENSRNOG00000042543,0.2563,0.3724,ortholog_many2many,0
ENSMUSG00000073842,ENSRNOG00000050117,0.3129,0.3574,ortholog_many2many,0
ENSMUSG00000073842,ENSRNOG00000047613,0.2266,0.3491,ortholog_many2many,0
ENSMUSG00000073842,ENSRNOG00000051227,0.2229,0.3588,ortholog_many2many,0
ENSMUSG00000073842,ENSRNOG00000033130,0.2413,0.4111,ortholog_many2many,0
ENSMUSG00000073842,ENSRNOG00000009273,0.2362,0.3307,ortholog_many2many,0
ENSMUSG00000073842,ENSRNOG00000049727,0.2852,0.277,ortholog_many2many,0
ENSMUSG00000073842,ENSRNOG00000050595,0.2677,0.3448,ortholog_many2many,0
ENSMUSG00000073842,ENSRNOG00000046529,0.2563,0.3724,ortholog_many2many,0
ENSMUSG00000073842,ENSRNOG00000050499,0.2502,0.3774,ortholog_many2many,0
ENSMUSG00000093930,ENSRNOG00000016552,0.011,0.2044,ortholog_one2one,1
ENSMUSG00000036661,ENSRNOG00000010794,0.0351,0.2659,ortholog_one2one,1
ENSMUSG00000075598,ENSRNOG00000024200,0.4413,0.7986,ortholog_many2many,0
ENSMUSG00000075598,ENSRNOG00000059551,0.5005,1.0535,ortholog_many2many,0
ENSMUSG00000075598,ENSRNOG00000052093,0.5016,1.0332,ortholog_many2many,0
ENSMUSG00000079434,ENSRNOG00000016962,0.0537,0.192,ortholog_one2one,1
ENSMUSG00000023991,ENSRNOG00000022804,0.0068,0.1379,ortholog_one2one,1
ENSMUSG00000069378,ENSRNOG00000030486,0.0294,0.2423,ortholog_one2one,1
ENSMUSG00000026667,ENSRNOG00000056731,0.0034,0.1486,ortholog_one2many,0
ENSMUSG00000026667,ENSRNOG00000002941,0.0023,0.1563,ortholog_one2many,1
ENSMUSG00000038503,ENSRNOG00000012366,0.0311,0.2074,ortholog_one2one,1
ENSMUSG00000030271,ENSRNOG00000052140,0.0341,0.1356,ortholog_one2one,1
ENSMUSG00000028076,ENSRNOG00000016451,0.0855,0.2435,ortholog_one2many,1
ENSMUSG00000096555,ENSRNOG00000055735,0.1051,0.3361,ortholog_many2many,0
ENSMUSG00000096555,ENSRNOG00000052895,0.1374,0.285,ortholog_many2many,0
ENSMUSG00000096555,ENSRNOG00000053256,0.1374,0.285,ortholog_many2many,0
ENSMUSG00000096555,ENSRNOG00000057310,0.1051,0.3361,ortholog_many2many,0
ENSMUSG00000052331,ENSRNOG00000021384,0.0064,0.1679,ortholog_one2one,1
ENSMUSG00000035093,ENSRNOG00000008629,0.0266,0.1999,ortholog_one2one,1
ENSMUSG00000048087,ENSRNOG00000017777,0.0052,0.1755,ortholog_one2many,0
ENSMUSG00000022900,ENSRNOG00000002289,0.0219,0.1751,ortholog_one2one,1
ENSMUSG00000040390,ENSRNOG00000023521,0.0098,0.1656,ortholog_one2one,1
ENSMUSG00000073514,ENSRNOG00000038190,0,0,ortholog_one2one,1
ENSMUSG00000096109,ENSRNOG00000055735,0.0836,0.2608,ortholog_many2many,0
ENSMUSG00000096109,ENSRNOG00000052895,0.104,0.2572,ortholog_many2many,0
ENSMUSG00000096109,ENSRNOG00000053256,0.104,0.2572,ortholog_many2many,0
ENSMUSG00000096109,ENSRNOG00000057310,0.0836,0.2608,ortholog_many2many,0
ENSMUSG00000026721,ENSRNOG00000002736,0.0176,0.1432,ortholog_one2one,1
ENSMUSG00000019815,ENSRNOG00000042705,0.0883,0.1556,ortholog_one2one,0
ENSMUSG00000026259,ENSRNOG00000016653,0.0298,0.2995,ortholog_one2one,1
ENSMUSG00000060550,ENSRNOG00000039744,0.1697,0.168,ortholog_many2many,0
ENSMUSG00000060550,ENSRNOG00000031090,0.1194,0.224,ortholog_many2many,0
ENSMUSG00000060550,ENSRNOG00000048951,0.1484,0.2088,ortholog_many2many,0
ENSMUSG00000060550,ENSRNOG00000031607,0.1573,0.2561,ortholog_many2many,0
ENSMUSG00000060550,ENSRNOG00000030712,0.1335,0.2285,ortholog_many2many,0
ENSMUSG00000060550,ENSRNOG00000059770,0.1825,0.2955,ortholog_many2many,0
ENSMUSG00000060550,ENSRNOG00000000723,0.1534,0.3091,ortholog_many2many,0
ENSMUSG00000060550,ENSRNOG00000038999,0.1448,0.194,ortholog_many2many,0
ENSMUSG00000060550,ENSRNOG00000050210,0.1551,0.1968,ortholog_many2many,0
ENSMUSG00000060550,ENSRNOG00000047706,0.1809,0.2815,ortholog_many2many,0
ENSMUSG00000025204,ENSRNOG00000014078,0.0302,0.2675,ortholog_one2one,1
ENSMUSG00000030272,ENSRNOG00000021781,0.0012,0.1387,ortholog_one2one,1
ENSMUSG00000050587,ENSRNOG00000029798,0,0,ortholog_one2one,1
ENSMUSG00000078688,ENSRNOG00000042543,0.251,0.3368,ortholog_many2many,0
ENSMUSG00000078688,ENSRNOG00000050117,0.3086,0.3292,ortholog_many2many,0
ENSMUSG00000078688,ENSRNOG00000047613,0.2167,0.354,ortholog_many2many,0
ENSMUSG00000078688,ENSRNOG00000051227,0.2238,0.2934,ortholog_many2many,0
ENSMUSG00000078688,ENSRNOG00000033130,0.2363,0.3729,ortholog_many2many,0
ENSMUSG00000078688,ENSRNOG00000009273,0.2337,0.3022,ortholog_many2many,0
ENSMUSG00000078688,ENSRNOG00000049727,0.2799,0.2455,ortholog_many2many,0
